rank,ticker,score,clears_gate,rank_close_px,mark_px,return,held
1,ARM,0.9584,True,380.80999755859375,412.54998779296875,0.08334862644852503,True
2,KLAC,0.9169,True,254.5399932861328,256.4200134277344,0.0073859518786432155,True
3,AMAT,0.8922,True,567.25,585.780029296875,0.03266642449867785,False
4,LRCX,0.8837,True,366.80999755859375,388.9200134277344,0.06027648105640515,False
5,ASML,0.8687,True,1863.550048828125,1892.6600341796875,0.015620715617414183,False
6,HOOD,0.8614,True,93.19000244140625,98.12000274658203,0.0529026738493279,False
7,AMD,0.8392,True,511.57000732421875,547.260009765625,0.06976562724637403,False
8,INTC,0.8241,True,124.56999969482422,127.86000061035156,0.026410860749677356,True
9,MRVL,0.8066,True,279.70001220703125,308.8800048828125,0.10432603290050091,False
10,MU,0.788,True,981.6099853515625,1087.989990234375,0.10837298567690579,True
11,GE,0.7398,True,335.29998779296875,342.260009765625,0.020757596856680216,False
12,BAC,0.7361,True,56.02000045776367,55.869998931884766,-0.0026776423536803984,False
13,GS,0.7193,True,1062.75,1076.1700439453125,0.012627658381851425,False
14,FTNT,0.7084,True,146.3000030517578,149.49000549316406,0.02180452751103279,False
15,PANW,0.6855,False,279.6199951171875,284.5400085449219,0.01759535624651032,False
16,ANET,0.6717,False,163.24000549316406,169.08999633789062,0.03583674741404952,False
17,JPM,0.6633,False,320.7200012207031,319.3999938964844,-0.004115762407067347,False
18,DELL,0.6524,False,395.57000732421875,409.07000732421875,0.034127966605251414,True
19,RBLX,0.6313,False,43.310001373291016,45.65999984741211,0.05425994919432919,False
20,DDOG,0.6217,False,229.89999389648438,233.08999633789062,0.01387560907392893,True
21,CRWD,0.6205,False,682.7999877929688,692.9099731445312,0.014806657194358364,True
22,PFE,0.6096,False,26.209999084472656,26.0,-0.008012174429913088,False
23,SNOW,0.5867,False,232.77999877929688,240.77999877929688,0.03436721385837349,False
24,MCHP,0.5867,False,95.23999786376953,100.31999969482422,0.053338953643416565,False
25,LLY,0.5789,False,1133.0,1129.3499755859375,-0.003221557293965116,False
26,TSM,0.5789,False,423.92999267578125,441.3999938964844,0.041209637257404674,False
27,TSLA,0.5765,False,406.42999267578125,411.1499938964844,0.011613319158924273,False
28,SHOP,0.5741,False,108.23999786376953,112.48999786376953,0.03926459796635462,False
29,VST,0.5705,False,148.02000427246094,153.52000427246094,0.03715713985439506,False
30,OXY,0.5705,False,56.540000915527344,54.459999084472656,-0.0367881463985521,False
31,SOFI,0.5657,False,16.579999923706055,17.1299991607666,0.03317245112131517,False
32,CDNS,0.5554,False,384.9599914550781,394.5,0.024781818258210242,False
33,OKTA,0.547,False,116.29000091552734,118.12000274658203,0.015736536388747613,True
34,NXPI,0.5392,False,304.8599853515625,315.8800048828125,0.03614780574938936,False
35,SPOT,0.5259,False,482.0,479.8500061035156,-0.004460568249967545,False
36,TXN,0.5211,False,301.1199951171875,313.3399963378906,0.04058183255465142,False
37,WDAY,0.5145,False,130.8000030517578,129.60000610351562,-0.009174288381074036,False
38,SEDG,0.5108,False,60.79999923706055,60.189998626708984,-0.010032904901415507,False
39,MELI,0.5048,False,1589.5999755859375,1646.3599853515625,0.03570710281667111,False
40,ADI,0.5012,False,417.7900085449219,427.5799865722656,0.02343277203167271,False
41,CSCO,0.4765,False,121.0999984741211,120.16999816894531,-0.00767960625015629,False
42,IBM,0.4753,False,272.239990234375,268.7099914550781,-0.01296649612813261,False
43,QCOM,0.4711,False,211.72000122070312,220.80999755859375,0.04293404631343711,False
44,TTD,0.4554,False,19.280000686645508,19.270000457763672,-0.0005186840521620439,False
45,BA,0.4494,False,219.0500030517578,228.9499969482422,0.04519513242894213,False
46,ABNB,0.4476,False,132.27999877929688,138.9600067138672,0.05049900208810554,False
47,PYPL,0.4446,False,41.529998779296875,42.4900016784668,0.023115890377740422,False
48,MDB,0.4428,False,342.79998779296875,354.17999267578125,0.03319721495931138,True
49,NET,0.4319,False,228.47999572753906,235.7100067138672,0.0316439562391706,False
50,NOW,0.4313,False,102.1500015258789,104.1500015258789,0.01957905012359018,False
51,TEAM,0.4259,False,88.5199966430664,91.55000305175781,0.03422962633978743,False
52,AXON,0.4241,False,441.7300109863281,443.2099914550781,0.003350418653795817,False
53,COST,0.4229,False,982.3499755859375,979.4500122070312,-0.0029520674413174852,True
54,APP,0.4145,False,496.7699890136719,520.8599853515625,0.04849326020221323,False
55,ON,0.4096,False,116.79000091552734,125.9000015258789,0.07800325831781363,False
56,NFLX,0.4024,False,80.33999633789062,81.66999816894531,0.016554666314160915,False
57,COIN,0.3958,False,159.77999877929688,169.6199951171875,0.06158465648433609,False
58,NU,0.3825,False,12.1899995803833,12.430000305175781,0.01968832920869823,False
59,VRT,0.3801,False,302.8699951171875,311.92999267578125,0.029913816834474583,False
60,UBER,0.3633,False,68.8499984741211,72.8499984741211,0.05809731428684772,False
61,MSFT,0.362,False,390.739990234375,399.760009765625,0.023084454513702557,False
62,AMZN,0.3596,False,238.5500030517578,246.02000427246094,0.031314194613874635,False
63,CRM,0.359,False,165.88999938964844,164.5500030517578,-0.008077619765029964,False
64,PLTR,0.3512,False,127.98999786376953,134.7100067138672,0.052504171906075925,False
65,AVGO,0.3506,False,382.07000732421875,393.94000244140625,0.031067592037170355,False
66,DASH,0.3488,False,150.5800018310547,168.08999633789062,0.11628366512096022,False
67,HUBS,0.3422,False,187.97999572753906,186.05999755859375,-0.010213843028958225,False
68,PINS,0.3373,False,20.209999084472656,21.329999923706055,0.05541815388274296,False
69,SE,0.3337,False,82.94000244140625,86.66000366210938,0.04485171342177319,False
70,SNAP,0.3217,False,5.260000228881836,5.710000038146973,0.08555129081444868,False
71,AAPL,0.3145,False,291.1300048828125,296.4200134277344,0.018170605764429082,False
72,SAP,0.3139,False,164.17999267578125,164.3300018310547,0.0009136871845869532,False
73,ORCL,0.3108,False,184.1300048828125,192.63999938964844,0.04621731538133633,False
74,NVDA,0.3066,False,205.19000244140625,212.4499969482422,0.03538181402824003,False
75,GOOGL,0.3024,False,359.67999267578125,369.3500061035156,0.02688504677670811,False
76,ZS,0.2861,False,129.52000427246094,130.4199981689453,0.00694868643295532,False
77,META,0.2795,False,566.97998046875,593.47998046875,0.04673886365104307,False
78,TWLO,0.2777,False,204.0800018310547,202.0,-0.010192090417446176,True
79,SMCI,0.2711,False,30.459999084472656,30.850000381469727,0.012803719918556444,False
80,ADBE,0.238,False,204.02000427246094,206.36000061035156,0.011469445588118132,False
81,SNPS,0.2283,False,453.8900146484375,454.3800048828125,0.0010795351705512601,False
82,INTU,0.1729,False,276.7300109863281,281.7699890136719,0.01821261817386599,False
83,PLUG,0.0777,False,2.759999990463257,2.799999952316284,0.014492739851898806,False
